question,answer
بیشک ہمیں یہاں سے بجٹ اینڈ فنانس ڈپارٹمنٹ سے مزید بجٹ آ بھی جائے ناں,نہیں
[بیک اینڈ] میں سپرنگ بوٹ یا پھر :م: پائتھن جینگو,نہیں
بٹ اب یہ لوگ یہاں لاہور شفٹ ہو گئے ہیں,نہیں
فورٹی پرسنٹ جو ہے تھرٹی پرسنٹ سوری جب ہمارا پروجیکٹ ہاف کمپلیٹ ہو چکا ہو گا,نہیں
م ختم کر دیا جاتا ہے,نہیں
کہ ہم پہلے تو ان کو ایک اوریجنل پروڈکٹ کے پہلے پیسے پے کریں پھر اگر وارنٹی جو کہ ان کا حق ہے ہمیں دینا وہ ہمیں تھوڑی سی دے رہے ہیں تو اگر ہم بڑھوانے کا کہیں تو الٹا ہم سے ہی پیسے چارج کر لیں,نہیں
بٹ ایک یہ ہوتا ہے کہ جو,نہیں
اور اس کے علاوہ جو سیلری انکریمنٹس کے ڈاکومنٹیشن تھی تو اور بھی جو ساری ڈاکومنٹیشنز ہے وہ بھی میں ان ان کے ساتھ ناں ڈسکس کر لوں گی,نہیں
م کس نے کس ٹاپک پہ کرنا ہے اور کیا ہونی ہے,نہیں
نہیں بیسکلی ہم لوگ اتنی اماونٹ مانگ ہی نہیں سکتے ناں کیونکہ انہوں نے آلریڈی کہہ دیا تھا کہ فنڈنگ کی شارٹیج کی وجہ سے وہ آنلی ون ملین ہی فرسٹ شفٹ میں دیں گے اس لیے,نہیں
میم ایکچوئلی یہ ہی ڈسکس کرنا تھا آپ,نہیں
میم میرے نزدیک تو پازیٹیو ہے,نہیں
اور سر جو ہم وہ اس پہ,نہیں
جی سر ایک اور پراجیکٹ ہے جس کی ہم نے ٹیسٹنگ کب کی کر لی ہے بس اس کے ایررز  کا انیلسز کرنا ہے ,نہیں
تو پھر یہ م جو ہے کمپنی کو اگر ہم رپیئر کے لیے بھیجتے ہیں یا ریٹرن کرنے کے لیے تو ہمیں یہ کہہ کے واپس بھجوا دیتے ہیں کہ جی ہم نے آپ کو سال کی گارنٹی دی تھی سال سے اوپر ایک ماہ بھی ہم نہیں دیکھیں گے,نہیں
لوکل لینگویج کمپیوٹنگ ایریا میں پرائیور ایکسپیریئنس اور ریسرچ پبلیکیشن میں ایکسپیرئنس,نہیں
جیسے ہمارا فرنٹ اینڈ جاواسکرپٹ کے فریم ورک ریئکٹ پہ ریلائے کرتا ہے,نہیں
ان کے سیکیورٹی لیولز کروپ سٹیجز وغیرہ,نہیں
کو ہائر کرنا ہے تو یہ بیسک ایکشن آئٹمز ہوتے ہیں ان کو آپ مارک کریں گے گرین کلر کے ساتھ ٹھیک ہے اور وہاں پہ آپ یس لکھ دیں گے,نہیں
اس پہ مشتمل ہو گا یا اس سے زیادہ پہ ہو گا تو وہ اچھا یا برا لگے گا ایستھٹیکلی,نہیں
جی جی ایکچوئلی میری بات ہوئی تھی م ان سے ناں اس حوالے سے,نہیں
ہاں بالکل آپ آپ نے صحیح بتایا ہے,نہیں
اس کے علاوہ میم جو ان کی سیلری ڈیمانڈ تھی ناں وہ ہم نے شیٹ میں مینشن مطلب کی ہوئی ہے وہ آپ سے ڈسکس کر لیں گے جب آپ آئیں گی ناں,نہیں
آپ بتائیں کہ کیا ہم نے سپیسفکلی بی ایس کے سٹوڈنٹس کو ہی کرنا ہے یا صرف ہمیں جو لنگوسٹ اور ٹیکنیکلز ہیں اپنی فیلڈ سے ریلیٹڈ ڈگری ہولڈرز انھیں کو کنسیڈر کرنا ہے  ,نہیں
تو کیا وہ الیجیبل ہیں انکریمنٹ کے لیے,نہیں
کرنا ہے تو ایک دن پھر بھی آنا پڑے گا تو,نہیں
اچھا اور م سمیع اللہ آپ کس کمپنی کے آرڈر کر رہے ہیں لیپ ٹاپس اور کمپیوٹرز,نہیں
سٹاف ممبرز یا امپلائز ان کو اپنے ساتھ انکلوڈ کریں بے شک ایچ آر ٹیم میں سے جو کر لیں ہمار پاس ہیں,نہیں
اور اس کے بعد آلموسٹ تو میں نے سارے ڈاکومنٹس م سبمٹ کروا دیئے تھے بس ایک ڈاکومنٹ رہ گیا تھا وہ بجٹ کے بارے میں,نہیں
ون پوائنٹ سکس ہے ادھر بھی ون ہی ہونا چاہیے ناں اگر ٹیبل کنٹینٹ کو دیکھا جائے لیکن یہاں پیج ٹو ہے,نہیں
سینٹینس لیول اور ٹوکن لیول ٹاسکس میں اسٹیٹ آف دی آرٹ پرفارمنس دیتا ہے,نہیں
کیونکہ اگر ہم سکس ڈیز رک جائیں گے تو پھر تو زیادہ ٹائم ہو جائے گا ہمیں ہائرنگ ارجنٹ بیسز پہ کرنی ہے,نہیں
یس میم فرسٹ فور فل کمپلیٹ ہیں,نہیں
یہ ہمیں ریسورسز کو ڈیمانڈ کے اکارڈنگ سکیل اپ یا ڈاؤن کرنے کی فسیلیٹی دیتا ہے,نہیں
صحیح اچھا آپ کویاد ہوگا کہ کل میں نے آپ سے کراس پراجیکٹ ہائیرنگ کے بارے میں بات کی تھی اگر آپ کو یاد ہو,نہیں
وہ تقریبا میرے خیال دس پندرہ ہزار کا خرچہ بتا رہا تھا تو پھر بعد میں ہمیں پتا چلا تھا,نہیں
اب وہ ڈاکٹر اسد سے بات کریں گے تو دیکھتے ہیں پھر کیا کہتے ہیں,نہیں
وہ ایک آن لائن ٹول بنایا ہوا ہے جہاں پہ آپ اپنے ٹیگز بتا دیتے ہیں,نہیں
کیوں کہ اگر :م: کسی نے دیکھ دیکھنا ہو کہ یہ سٹوڈنٹ کس ہاسٹل کا ہے :م:,نہیں
جو ہے ناں انہوں نے ایڈ وہ بھی ایڈ جو ہیں وہ انہوں نے کرا دیے ہیں,نہیں
م ریسرچ اسٹنٹ کے طور پہ کام کریں,نہیں
کلائنٹ سے دوبارہ سے ویریفائی کر لیں گے,نہیں
ہم نے جو جو ڈیزائننگ کی ٹکنیکس اور جو جو ڈاکومنٹس بنانے ہیں,نہیں
سر آپ کی بات اپنی جگہ درست ہے بٹ ہماری بھی مجبوری ہے,نہیں
{عروسہ} مجھے لگ رہا ہے کہ ان کا انٹرنیٹ ڈسکنیکٹ ہو گیا,نہیں
پروجیکٹ کا جو ابھی ہمیں م ابھی کمپیئر تو نہیں ہوا تو ابھی ہمیں کچھ آئیڈیا نہیں ہے کہ مزید اس پہ کتنے لگ سکتے ہیں تو اگر ہم نے ان کو زیادہ پے کر,نہیں
تو ہم اسی میں سے پھر دیکھ لیں گے کہ ہمیں کیا انکلوڈ یا ایکسکلوڈ کرنا ہے,نہیں
سر وہ کمپنی کی طرف سے سروے کے لیے یہ دونوں  بھی گئے تھے,نہیں
سنیریو کو دیکھیں تو ہمیں اپنی جیسے بچت کر کے ہی چلنا چاہیے,نہیں
آپ ویک وائز نہ شو کروائیں میں آپ کو اس کا تو مسئلہ ہی نہیں ہے,نہیں
ایڈیشنل یا آپ نے ان کے جو :م: سپیسفک سکلز سیٹ ہے :م: اچھا میں یہ کہہ رہا تھا کہ آپ لوگوں نے :م: جو آپ کے پاس :م: سپیسفک :م: وہ جو آپ لوگوں کے پاس نیم ہو گا,نہیں
کہ کونسا کام کتنا کمپلیٹ ہو گیا,نہیں
ویک ڈیز میں اویلیبل ہوں گے,نہیں
پیمرا کی طرف سے یا پیپرا کی,نہیں
ہاں جی اب کلیئر ہے تو ٹھیک ہے صحیح ہے اور مشین لرننگ کا آئیڈیا تھا ان کو,نہیں
میم اس کا سولیوشن ہو گا ہمارے پاس ہم اپنی ریکوائرمنٹ کو,نہیں
ویسے ایسٹیمیٹڈ ٹائم پوچھا ہے آپ نے ان سے کہ کب تک وہ باقی فنڈز سینڈ کریں گے,نہیں
ففٹینتھ جو ہے جون تک سب فائنل کر لیجیے گا تو پھر م اینڈ آف دی منتھ جو ہے یا سٹارٹ آف دا جولائی پھر جو پھر ان کی ٹریننگ بھی ہم سٹارٹ کریں گے,نہیں
جیسے سنکرونائیزیشن یا اپ ٹو ڈیٹ انفارمیشن کا ایشو,نہیں
سر دراصل نہ مجھے آپ کی لاسٹ ٹو میلز ریسیو نہیں ہوئیں,نہیں
اولڈ امپلائز ہیں وہ دو دن وہ آئیں گے دو دن یہ آئیں گے پھر ایک دن جو ہے تھوڑا سا مکس اپ کر کے تو اس طرح سے مینج کر لیتے ہیں,نہیں
ریکارڈنگ سر اویلیبل ہو گی انشاء اللہ,نہیں
اور اس کے علاوہ آپ میں سے کسی نے پراجیکٹ کے بارے میں ڈسکشن کرنی ہو,نہیں
ڈیٹیلز پر اٹینشن پے کرے گا ,نہیں
جو ڈیٹا لے کر آئے گا,نہیں
ٹھیک ہے سبحان پھر آپ جو چیزیں آپ نجم سے ویریفائی کروا لیں جو چیزیں پہلے ایپلیکیشن میں جا چکی ہیں وہ چیزیں پھر آپ نے انکلوڈ نہیں کرنی,نہیں
چلیں دیکھ لیں گے اس کو,نہیں
چلیں نیکسٹ موو ان  کرتے ہیں,نہیں
میں نے لیپ ٹاپس کے لیے بھی کہا تھا سر کامران سے ان,نہیں
:م: کہ ہم جونسا ہے وہ سیم ویڈیو ہی لیں گے دونوں کو,نہیں
تو ابھی تک کے لیے ہم لوگوں نے ڈسکس کیا کہ,نہیں
کیے گئے ہیں تو :م: ان کا آئیدیا نہیں لے سکے گا,نہیں
اپ لوگ ڈیویلپمنٹ ٹیم کے ساتھ رابطے میں رہیے گا ان فیس کے درمیان,نہیں
لیکن م کوشش کیجیے گا کہ تیس کے اندر اندر ہم نے رہنا ہے اس سے زیادہ ابوو نہ جائے بجٹ,نہیں
میم جو ہمارا اردو لینگوئج میں ڈیپ لرننگ بیسڈ میٹنگ سمرائزیشن کے سسٹم والا پروجیکٹ تھا اس میں کلائنٹ نے کچھ ,نہیں
ویسے بھی ہم فری ہی ہیں,نہیں
تھے یا کہیں دور سے آئے ہیں ہمارا پراڈکٹ,نہیں
ایک سسٹم کو کتنا اچھا پرفارم کرنا چاہیے تھا جو کہ وہ نہیں کر رہا,نہیں
اس کے علاوہ جن کالجز اور سکولز سے ڈیٹا کلیٹ کرنا ہے ان سے بھی پرمیشن لیٹر سائن کروانا ہے,نہیں
ہمیں ان کے ایمپیکٹ کی بہس پر ایرر کی ٹائپس کو پروریٹائز کرنا چاہیے,نہیں
اور میرے پاس آنے سے پہلے ناں آپ ایسا کیجیے گا کاشف اور آپ ناں آپس میں ڈسکشن بھی اس بارے میں کر لیجیے گا,نہیں
کچھ ہاسٹل وغیرہ میں یہاں پر رہ رہے ہیں,نہیں
یہ ٹوکنز کیسے جنریٹ ہوتے ہیں,نہیں
تو م یہ کہ وہ اچھی سپیڈ اچھی ہونی چاہیے کیونکہ میٹنگز ہم نے تقریبا ایک دن میں تین میٹنگز جو ہیں وہ ٹائپ کروانی ہوتی ہیں,نہیں
اس میں فلیکسیبلی جتنے مینج ہو سکتے ہیں کر لیں بعد میں پھر یہ کہ انورٹرز جو ہے ناں نیکسٹ بجٹ میں ہم لوگ کر لیں گے ریپلیس ان کے ساتھ,نہیں
م ہاں ٹھیک ہے ہاں جی بالکل یہ تقریبا ناں ون اینڈ ہاف ایئر کا پروجیکٹ ہے منیمم,نہیں
تو :م: کیونکہ ٹائم ہمارے پاس آگے ہی بہت کم ہے جیسے میں نے آپ کو اوپر بھی بتایا ہے ہمیں اس پروجیکٹ پر جلدی کام سٹارٹ کرنا ہے,نہیں
بٹ آئی تھنک برٹ سے زیادہ اچھی پرفارمنس روبرٹا کی ہے,نہیں
اتنے سے پیسوں کے لیے لوگ کیوں اس طرح کی حرکتیں کرتے ہیں,نہیں
م مطلب ہے اس سے بہت کم,نہیں
ٹھیک ہے ان کے اوپر یہ رولز اپلائی کریں,نہیں
پریویئس ویب سائٹ دکھائی تھی جس میں یہ لوگ ٹرائی کر رہے تھے کہ لائک جب شفٹ کر لیں اپنا سارا کچھ آن لائن لیکن وہ,نہیں
سو کین یو پلیز شیئر دی ڈاکومنٹ ود اس,نہیں
جو ان کے سیکنڈ کینڈیڈیٹ تھے وہ بھی انہیں کے ورچوئل یونیورسٹی کے ہی کلاس فیلو تھے م,نہیں
ایک بہت امپورٹنٹ پوائنٹ ہے انیشیئل تھریڈز والا اس م اس کا ڈسیژن کے بعد ہی ہم کر سکتے ہیں,نہیں
آپ وہ بتا رہی تھیں کہ ہمارا نام جو  ,نہیں
دین پھر ہم نے ڈسکشن کر کے سولو کر لیا تھا انہیں,نہیں
ٹھیک ہے کے آپ بتا دیں کے یہ اوفینسیو ہے یہ,نہیں
اسی لنک سے آئی تھنک سو اگین جوائن ہو,نہیں
:م: میم میری آواز آ رہی ہے,نہیں
تو یہ فولڈر بھی میں ابھی شیئر کر دیتی ہوں اور میں آپ لوگوں سے پھر میسج پہ پوچھ لوں گی,نہیں
نہیں بیکوز میم ماریہ اور میم ماورہ کا بیک گراونڈ ٹیکنیکل نہیں ہیں ,نہیں
پچھلے دنوں کچھ طبیعت ٹھیک نہیں تھی,نہیں
پہلی چیز تو یہ ہے کہ ہم نے کرنا ہے م,نہیں
کیسا جا رہا ہے آپ کا,نہیں
م جی میم کرتے ہیں بات اسٹارٹ,نہیں
اور یہ شیٹ ہر ٹیم میمبر کے ساتھ شئیر ہے نہ,نہیں
وغیرہ کے لیے بھی ٹھیک ہے,نہیں
جو ایموشنز کو ڈیٹیکٹ کریں گے وہ سینٹینس وائز بھی ہو گا,نہیں
اوکے بٹ یو ار لیفٹ وی اونلی تھری این ہاف منتھ,نہیں
کہ ماڈل ڈفرنٹ کمپوننٹ میں کس طرح سے پریڈکٹ کر رہا ہے,نہیں
انہوں نے مجھے دو ویکس پہلے بتایا تھا کہ جو لیب فرنیچر خریدا تھا انہوں نے اس کی کمپلینٹ آئی تھی تو انہوں نے ریٹرن کرنے کے لیے اس کے بلز بھی وینڈرز کو واپس دیے ہوئے ہیں,نہیں
اس میں ڈفرنٹ کیٹیگریز ہیں یعنی ریسرچ آفیسرز ریسرچ اسسٹنٹ اور انٹرنز,نہیں
ہم نے کوشش کرنی ہے کہ ہم میکسیمم پروسس کواس چیٹ بوٹ کے تھرو آٹومیٹ کر لیں  ,نہیں
اس حساب سے تو ہم میکسیمم تین یا چار یا دو دو یا تین بلکہ لیپ ٹاپس ہی خرید سکتے ہیں م اتنے ہی مارجن نکلے گا اس سے زیادہ ہم پھر ہم اب باقی م چیزوں کا کس طرح سے کریں گے,نہیں
جس میں یوزر اتھینٹیکیشن آجاتا ہے پراڈکٹ مینجمینٹ  شاپنگ کارڈ  اور پیمینٹ پراسیسنگ وغیرہ,نہیں
تو م لائک لوکل پارٹس وہ نہ انسٹال کریں ورنہ یہ کہ وہ پھر تھوڑی دیر بعد وہی مسئلہ کرنے لگ,نہیں
آپ نے کوئی انڈیکس پہ ویلیو پڑی ہوئی ہے آپ نے اسے :م: ایکسس کرنا ہے تو کیز بھی :م: سیم فنکشنلٹی پرفام کر رہی ہوتیں ہیں,نہیں
میم تھرڈ ون جو ہے ہمارے پاس عمر ہے,نہیں
سر بیسکلی تو مجھے لگتا ہے کہ ہمیں وہ :م: جو ہے فریم ورکس ہیں وہ چینج کرنے چاہییں,نہیں
کے نام م ہیں عائشہ ہیں مریم ہیں اور اقرا ہے,نہیں
اس میں کچھ مسٹیکس تھیں وہ میں نے اینوٹیٹرز کو میل کر دی تھیں,نہیں
پھر یہ کہ اگر بالکل بھی کوئی ٹائم نہ ہوا ہمارے پاس بہت ہی کوئی مسئلہ وغیرہ ہو گیا,نہیں
اچھا جو آپ نے جونیئر کہا ہے تو ان کا ایکسپیرئنس ہے یہ نا ہو کہ ابھی وہ ان کا سٹارٹنگ ہو تو,نہیں
بیٹری ٹائم ان کا بہت کم ہے اور ناں جو م,نہیں
وہ بات آپ کی صحیح ہے لیکن انہوں نے صرف کورپس پبلش کیا ہے,نہیں
بے شک فارمیلیٹیز پوری کرنا باقی تھی لیکن آپ کو ان چیزوں کا خیال رکھنا چاہیے جو گیون ڈیٹ ہوتی ہے اس سے پہلے آپ کو جو ہے وہ اپنے سارے ڈاکومنٹس کمپلیٹ کرنے ہوتے آپ نے کیوں نہیں کمپلیٹ کیے تھے جب کہ آپ کو پتا ہے,نہیں
ادر وائز نیکسٹ میٹنگ تک ہمارا ڈیٹا کلیکٹ ہو گیا ہو گا ,نہیں
سٹل ہمیں اس پوائنٹ کو چاہے وہ ایک ری نون کمپنی ہے,نہیں
ڈگری کب کمپلیٹ ہوئی ان کی,نہیں
ہمارے لئے زیادہ مشکل نہیں ہوگا ,نہیں
م میرے خیال سے ٹرائل پیریڈ کی بات ختم ہو جاتی ہے,نہیں
پروجیکٹ کی انہوں نے بیس ڈیمانڈ کی ہے تو یہ کس بیسز پہ دو کروڑ کا پروجیکٹ یہ کس طرح سے پھر مانگ سکتے ہیں ایک لاکھ روپیہ یہ تو بڑا,نہیں
تو پھر کس کی ہو سکتی ہے,نہیں
دو تین دن ہی لائٹ گئی ہے,نہیں
تو یہ انشور کرنا بہت ضروری ہے کے چینجنگ ویل انفارمڈ ہوں,نہیں
یا اگر بعد میں بھی کہا جاتا تھا کہ بعد میں پے کریں گے تو وہ ایک ساتھ ہی ہوتی تھی وہ کوئی اس طرح سیکشنز میں,نہیں
اس میں ہمارے پاس ڈفرنٹ ٹائپ اف اڈیو فائلز ہوتی ہیں جیسے wav mp3 flacوغیرہ,نہیں
ایگزیکٹلی اس پہ میں کام کر دوں گا ,نہیں
اور پہلی کوشش یہ ہی کریں کہ ان لوگوں کو شارٹ لسٹ کریں جن کی ڈگری ایچ آر مینجمنٹ ایڈمنسٹریشن یا فنانس میں ہو,نہیں
کچھ ٹیکنیکل انٹرنز بھی ان کے انڈرکام کر رہے ہیں تو شی مینجز ایوری تھنگ سو ویل,نہیں
م لاسٹ کینڈیڈیٹ جو ہے وہ ماہ نور ہے,نہیں
تو اس اتنی انہوں نے ٹویٹس نکالی ہیں ایک سال کے اندر جتنی ایکسٹریکٹ کر کے,نہیں
کے اندر اندر اس نے بند ہو جانا ہے,نہیں
م ان کا پھر یہ ہوتا ہے کہ ان کو فرسٹ سیلری ہم لوگ عسکری بینک میں ہی سے ہی لائک ودڈرا کروانی پڑتی ہے کیونکہ اتنی جلدی,نہیں
اس طرح سے آپ مینجمینٹ کو ہینڈل کر رہے ہوں گے,نہیں
بٹ ایک بات ہے وہ آپ سے کلیئر کرنی ہے,نہیں
اور پہلے مجھے م بتا دیجیے گا کہ انہوں نے کیا کہا ہے پرائس کے حوالے سے تو پھر اس کے حساب سے میں اگر فائنل کروں گی ڈیل تو پھر آگے آپ جو ہے,نہیں
پالیسی کی تھی جس میں انہوں نے بجٹ پہلے سے کم رکھ دیا تھا ہر پروجیکٹ کا,نہیں
سر اس کے علاوہ ڈفرنٹ ٹیکسٹ کو نورملائز کرنے کی ٹیکنیکس بھی ہوتی ہیں,نہیں
جی سر میں تیار کر لوں گا,نہیں
اور اس کو اس طرح سے ڈئزائن کیا گیا ہے,نہیں
سر اس کے علاوہ ایک اور چیز میں بتانا بھول گیا,نہیں
جی سر سیمیلیئر ہی ہو گا,نہیں
جیسے کہ ابھی بتایا گیا ہے کہ مینوفیکچرنگ انڈسٹری میں,نہیں
کل م جو ہے وہ میم کو دوبارہ ریمائیںڈ کروا دوں گی اس بارے میں,نہیں
دین ہمارے پاس میٹنگ میں :م: اینڈ پر ٹائم ہوا تو پھر دیکھ لوں گی اس چیز کو ٹھیک ہے,نہیں
ٹائم ملتا ہے اس میٹنگ کے بعد تو میں خود جا کے ان سے پوچھ آتی ہوں,نہیں
ہاں ٹھیک ہے آپ یہ کر لو پھر انہیں ناں کہ یہ کہہ دو کہ بلکہ ابھی آپ انہیں ایسا کچھ بھی نہ کہو,نہیں
میٹنگز ایف آئی پی ڈیٹا کے نام سے ایک فولڈر شیئر کیا تھا ناں جس کے اندر میں نے آپ لوگوں کا ایک الگ وہ بنایا تھا فولڈر بنایا تھا ٹاپک,نہیں
تو اس کو ہم نے یہ م,نہیں
بالکل ایسے ہی ہے اور اور,نہیں
اس کے اگے اپ نے ٹرو پوزیٹو ٹرو نیگٹو فالس پوزیٹو فالس نیگٹو وغیرہ مطلب جو بھی کریکٹ ڈی پریڈکٹ کرے گا,نہیں
تو آپ جو ہے صرف :م: ٹیسٹنگ کی طرف موو کرنا چاہ رہے تھے تو آئی تھنک آج بھی :م: شاید آپ نے میٹنگ اسی لیے رکھی تھی,نہیں
م میم جو اولڈ ورژن تھا ناں اس میں ساتھ ساتھ سیو ہو جاتی تھی بٹ اس ورژن میں ہمیں فائل کو کلوز کرکے سیو کرنا پڑتا ہے,نہیں
پھر فنڈنگ کی شارٹیج کی وجہ سے پراجیکٹ کو سٹاپ کرنا پڑا تھا فار آ شارٹ پیریڈ آف ٹائم,نہیں
اچھا اس میں ناں ہم ابھی انٹرنز کا جو بھی کنٹریکٹ رکھتے ہیں ناں وہ سٹارٹنگ تھری منتھس کا ہوتا ہے,نہیں
اور چیز یہ تھی کہ اب لائک ایک سپیکر ایسا بھی تھا کہ جو انرولڈ ہے ہمارے پاس لیکن وہ یہاں پہ میں نے سرچ کیا تو وہ سرچ,نہیں
کیونکہ لاسٹ ویک میڈم نے اپ ڈیٹ لی تھی تو میں نے کہا تھا کہ میں نے میل فارورڈ کر دی ہوئی ہے جیسے ہی کچھ پتا چلے گا میں آپ کو بتا دوں گا,نہیں
جی میم میں یہ ہی کہہ رہی تھی ناں کہ بجٹ کے بجٹ کو دیکھتے ہوئے میں کہہ,نہیں
اور ہم ریکارڈنگ کے لیے علیحدہ انٹرنز ہائر کر لیں گے بعد میں کیوں کہ اس طرح سے بہت ایشو ہوتا ہے کہ جب ایک ہی نے میٹنگ,نہیں
اس کا مطلب ہوتا ہے کہ مطلب صرف خدا ہی سچ ہے,نہیں
وہ اس لیے کیونکہ ہو سکتا ہے ک ہم عرفان وغیرہ کے ساتھ ایز اے ہیلپر ان کو اپوائنٹ کریں ڈیٹا ویریفکیشن کے لیے جب ٹیسٹنگ کے وقت آتا ہے ان کے پاس,نہیں
جب کوئی یوزر کلیک کریں تو,نہیں
چیز دکھائیں گے وہ نیگیٹیو والی,نہیں
ہاں ایک چیز ان کو لازمی بولیے گا کہ,نہیں
آپ کی طرف سے تو نہیں آ رہا آپ کا تو کافی سٹرونگ کنیکشن ہے,نہیں
آلرائٹ تو پھر آپ اپنی ٹیم کو الائن کریں اور ڈیٹا کلیکشن پے,نہیں
ٹیکنالوجیکل نالج وغیرہ ہونا ان کے لیے ضروری,نہیں
ٹھیک ہے میم میں نے ان کو انفارم کر دیا ہے ویسے,نہیں
یا میں پرومپٹ آپ پرومپٹس آپ لوگوں کے ساتھ شیئر کر دیتا ہوں تو یہ آپ لوگوں نے یہ کرنا ہے دین پھر آپ لوگ شیٹ جو ہے گوگل گوگل کے اوپر شیٹ اس میں اپ ڈیٹ کرتے رہنا,نہیں
سر مجھے ویسے ایک دو :م: ان کا پتا تھا جو اوپن سورس ٹولز ہیں اس میں ڈیٹا کلینر بھی ہے وہ بھی آپ کو یاد ہو گا ہم نے یوز کیا تھا ایک بار یہ بھی,نہیں
کافی دنوں بعد مطلب بریانی کھا کر بہت خوش اور پر جوش تھا,نہیں
نہیں ایکسٹینشن تو پتا نہیں ملتی ہے کہ نہیں بٹ ہمیں ورکنگ پروسس تھوڑا فاسٹ کرنا پڑے گا تبھی ہم ڈیڈ لائن میٹ کر سکتے ہیں,نہیں
میم یہ تو میرا خیال ہے,نہیں
میں بالکل ٹھیک ٹھاک اچھا رمشا نہیں آئیں میٹنگ میں ابھی تک,نہیں
تو اس کا آپ نے خاص خیال رکھنا ہے کہ ایڈ ہوئے لاسٹ ٹائم میں نے اس لیے کیا تھا کہ تب ضرورت محسوس نہیں ہو رہی تھی,نہیں
تاکہ میں جو ہے اس کو ریویو کر لوں,نہیں
ریسرچ آفیسز کی پوسٹ کے لیے ہم نے ایم فل اور ماسٹرز کے سٹوڈنٹس کو کنسیڈر کیا ہے اور انہوں نے ٹیسٹ بھی اٹیمپٹ کر لیا تھا,نہیں
کام کریں ہاں جی آپ لوگوں نے ناں,نہیں
م لاسٹ ایئر انٹرن شپ کی تھی انہوں نے بی ایس,نہیں
ہاں تو وہ اس میں آپ لوگ اپنے بیک اپ کے طور پہ سکرپٹ,نہیں
تو اس کا کیا سولیوشن کیا نکالا تھا آپ لوگوں نے پھر,نہیں
وہ اس طرح کے بی ایس والے انٹرنز کو ہمارے ساتھ کام کرتے چھ ماہ سے زیادہ ہو گیا ہے اگر ان کو بھی کنسیڈر کر لیں توبھی اچھا ہو گا تاکہ پراجیکٹ جلد پورا ہو سکے,نہیں
اصل میں پراجکٹ میں کام کے دوران ہی کلائنٹ نے تھری سے فور بڑے ماڈیفیکیشن کرواے تھے,نہیں
ڈیپ لرننگ اس معاملے میں بہت زیادہ ہیلپ فل رہتی ہے,نہیں
ہاں ٹھیک ہے میم یہ بھی ایک اچھی سجیشن ہے,نہیں
یوزرز کو فردر اسیسٹ کرنے کے لیے ڈاکومنٹیشن پرپیئر کرنی ہے,نہیں
ہاں یہ اچھا پوائنٹ ڈسکس کیا ہے آپ نے,نہیں
پروپوزل اپ ڈیٹ کر دیا ہے,نہیں
:م: ویل آئی ایم {محمد سمیع اللہ} :م: اینڈ آئی ایم فل سٹیک ڈویلپر,نہیں
جو آپ کے ساتھ :م: چلنے کی کمٹمنٹ کر لیں ٹھیک ہے ناں,نہیں
اچھا آپ لوگوں کی طرف بھی,نہیں
میں اویس کو بتا رہا تھا کہ بجٹ نہیں فائنل تو ہمیں یہ ابھی ہم سیلری نہیں مینشن کر سکتے,نہیں
کر رہے ہیں اس پہ ہماری ٹیم ایک,نہیں
جی سر اس کی وجہ سے ہم نے ناں اس کو پریفر کیا ہے تاکہ یہ,نہیں
:م: سحرش آپ تو تھیں ناں اس میٹنگ میں,نہیں
جی سر اس بات کا علم ہے مجھے,نہیں
ہاں جہاں آپکو پروفیشنلز کی ہیلپ کی ضرورت ہوگی,نہیں
:م: زرا دوبارہ ریپیٹ کر دیں گے,نہیں
:م: کیا ایکٹیویٹی ہے آج کل آپ لوگوں کی,نہیں
اور احمد آپ نے ایک کام کرنا ہے,نہیں
تو یہ فیچر ایک اچھا ایڈ اون ہو سکتا ہے,نہیں
شاید وہ مس پلیس ہو گئے ہیں جس کی وجہ سے ہمارے پاس اتنا زیادہ ڈلے آئی جا رہا ہے م تو کام تو پہلے م جلدی ہو گیا تھا صرف ان کے کنسنٹ فارم کی مس پلیس کی وجہ سے ناں اس میں ڈلے آ رہا ہے,نہیں
اور اس کے علاوہ جو ہے اب دیکھا جائے پرفارمنس کے لحاظ سے وہ بھی اب کافی مطلب,نہیں
تو اب ایسا ہے کہ جو ان کی جوائننگ ہیں وہ ہو گی نیکسٹ منتھ یعنی اپریل سے سٹارٹ,نہیں
:م: ٹھیک ہے مطلب کہ آپ یہ کہہ رہے ہیں کہ ہمارے,نہیں
انہوں نے میم اور دو تین برانڈز کے نام لیے تھے جیسے آڈیونک ہے اور اس کے علاوہ ریئل می اور,نہیں
کچھ سیکھنے کا وہ ان کا کوئی مقصد وغیرہ نہیں ہوتا ہے تو اس طرح کے لوگ کوشش کیجیے گا کہ ہمارے ساتھ ہائر نا ہوں باقی یہ کہ,نہیں
اور کمپیوٹر بیسڈ سکلز میں بھی آپ نے ایڈ کرنا تھا ایس پی ایس ایس کا,نہیں
اور سکس بیسک ایموشنز کو ہی آگے وہ لے کے چلتا ہے,نہیں
جی اللہ کا کرم میں بھی ٹھیک,نہیں
تو ہم پوسٹ سے پہلے ہی م چینج وغیرہ کر لیں,نہیں
